date_range,source_city_name,brand_name,top_slug,mid_slug,leaf_slug,source_sku_id,sku_description,sku_weight,total_quantity
2024-05-22,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401566,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-03-30,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402347,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,6
2023-08-22,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,402683,Peach Milk Moisturizer ,20 g,4
2023-08-24,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402558,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2024-02-03,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402293,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-12-02,Bhopal,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2023-12-24,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,401474,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-11-23,Indore,Glow Glisten,beauty-hygiene,skin-care,face-care,402101,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-12-17,Bangalore,Glow Glisten,beauty-hygiene,makeup,lips,401552,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,3
2023-12-30,Bangalore,Korean Essence,beauty-hygiene,skin-care,face-care,402683,Vitamin C Sleeping Mask,300 ml,5
2024-02-23,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,401462,"Vitamin B5, Oil-Free Moisturizer With Zinc",45 ml,1
2024-03-12,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402636,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",150 ml,1
2024-04-19,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402872,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,5
2023-11-21,Mysore,Glow Glisten,beauty-hygiene,makeup,lips,402347,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,1
2024-04-23,Bangalore,Pure Care,beauty-hygiene,skin-care,face-care,401552,Pure Care Double Cleanse,20 g,1
2023-09-08,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402941,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-07-12,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402067,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2024-05-04,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402439,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2024-04-23,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402923,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,6
2023-09-21,Hyderabad,Glow Glisten,beauty-hygiene,makeup,lips,402872,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,4
2024-04-13,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,401462,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",50 ml,1
2024-03-27,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402636,"Vitamin B5, Oil-Free Moisturizer With Zinc",145 ml,1
2023-07-03,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,402135,Pure Care Double Cleanse,20 g,2
2023-10-23,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401669,"Vitamin B5, Oil-Free Moisturizer With Zinc",3 pcs,1
2023-08-12,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402411,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,3
2023-11-24,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402709,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",50 ml,1
2024-05-07,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,skin-care,face-care,402101,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",300 ml,1
2023-12-23,Bangalore,Glow Glisten,beauty-hygiene,makeup,lips,401994,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,2
2023-12-02,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,402495,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,10
2024-02-13,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,6
2024-04-23,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402566,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,4
2024-02-27,Pune,Glow Glisten,beauty-hygiene,skin-care,face-care,402837,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,6
2024-03-08,Mysore,Glow Glisten,beauty-hygiene,skin-care,face-care,402196,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-08-10,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,401669,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-10-21,Coimbatore,Glow Glisten,beauty-hygiene,skin-care,face-care,402709,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,3
2023-09-10,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402834,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,7
2024-01-02,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,face-care,402872,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 pcs,1
2023-08-03,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,402240,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2024-01-08,Gurgaon,Glow Glisten,beauty-hygiene,skin-care,lip-care,402067,"Vitamin B5, Oil-Free Moisturizer With Zinc",12 gs,1
2024-03-29,Hyderabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402928,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,1
2023-11-22,Bangalore,Glow Glisten,beauty-hygiene,makeup,lips,402837,"Vitamin B5, Oil-Free Moisturizer With Zinc",5 g,2
2023-07-06,Chandigarh Tricity,Glow Glisten,beauty-hygiene,skin-care,eye-care,402636,"Vitamin B5, Oil-Free Moisturizer With Zinc",50 ml,1
2023-11-03,Surat,Glow Glisten,beauty-hygiene,skin-care,face-care,402154,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,1
2023-09-30,Noida-Ghaziabad,Glow Glisten,beauty-hygiene,skin-care,face-care,402636,"Vitamin B5, Oil-Free Moisturizer With Zinc",150 ml,2
2023-12-29,Bhubaneshwar-Cuttack,Pure Care,beauty-hygiene,skin-care,face-care,402683,Pure Care Double Cleanse,20 g,0
2023-12-29,Kolkata,Glow Glisten,beauty-hygiene,skin-care,face-care,401994,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2024-01-09,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,401722,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",20 g,1
2023-07-03,Lucknow-Kanpur,Glow Glisten,beauty-hygiene,makeup,lips,402196,"Face Moisturizer With Niacinamide, Hyaluronic Acid,Vitamin E & B5",5 g,1
2023-07-30,Gurgaon,Pure Care,beauty-hygiene,skin-care,face-care,401851,Pure Care Double Cleanse,20 g,30
2024-04-28,Mumbai,Glow Glisten,beauty-hygiene,skin-care,face-care,401752,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 g,2
2023-10-02,Bangalore,Glow Glisten,beauty-hygiene,skin-care,face-care,402773,"Vitamin B5, Oil-Free Moisturizer With Zinc",20 pcs,2
2023-09-26,Ahmedabad-Gandhinagar,Pure Care,beauty-hygiene,skin-care,face-care,402566,Pure Care Double Cleanse,150 ml,1
